"","Organisation name","Sub-building Name","Building Name","Number","Primary Thorfare","Alt Thorfare","Secondary Thorfare","Locality","Townland","Town","County","Postcode","x-coordinates","y-coordinates","Primary Key"
"227468",NA,NA,NA,"11B","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267308,422318,227468
"227540",NA,NA,NA,"96","TARTNAKILLY ROAD",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499NA",261903,418666,227540
"227797",NA,NA,NA,"19B","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DA",267066,423056,227797
"228016",NA,NA,NA,"66","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AU",267182,422218,228016
"228052",NA,NA,NA,"26","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268040,422313,228052
"228543",NA,NA,NA,NA,"BROAD ROAD",NA,NA,NA,"BALLYRISK BEG","LIMAVADY","LONDONDERRY","BT490QP",271855,424613,228543
"228839",NA,NA,NA,"3","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268513,423041,228839
"228977",NA,NA,NA,"45","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RQ",268426,422153,228977
"228996","DIRTY DOGS",NA,NA,"101A","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267178,422756,228996
"229033",NA,NA,NA,"27","EDENMORE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490NG",268288,422422,229033
"229088",NA,NA,NA,"616","SEACOAST ROAD",NA,NA,NA,"BALLYMACLARY","LIMAVADY","LONDONDERRY","BT490LG",270456,434697,229088
"229196",NA,"UNIT 3",NA,"1","AGHANLOO ROAD",NA,NA,"AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268311,425723,229196
"229460",NA,NA,NA,"3","BALLYMORE AVENUE",NA,NA,NA,"BALLYMORE","LIMAVADY","LONDONDERRY","BT499LG",266950,419546,229460
"229475",NA,NA,NA,"13","GLENGIVEN AVENUE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RW",267784,421783,229475
"229518",NA,NA,NA,"2","O'CAHAN WAY",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499DG",267325,421726,229518
"229647",NA,NA,NA,"28","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267402,422320,229647
"229723",NA,NA,NA,"22","ROEVIEW PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267044,422280,229723
"229738",NA,NA,NA,"121","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268313,423097,229738
"230737",NA,NA,NA,"159","ROE MILL ROAD",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EX",267189,421616,230737
"230861",NA,NA,NA,"121","DRUMSURN ROAD",NA,NA,NA,"ARDMORE","LIMAVADY","LONDONDERRY","BT490PD",270171,421216,230861
"230869",NA,NA,NA,"15","OUGHTYMOYLE AVENUE",NA,NA,NA,"OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266744,431720,230869
"230870",NA,NA,NA,"295","SEACOAST ROAD",NA,NA,NA,"DRUMNAHAY","LIMAVADY","LONDONDERRY","BT490JY",266838,431252,230870
"230873",NA,NA,NA,"56","TARTNAKILLY ROAD",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499NA",262109,418758,230873
"230888",NA,NA,NA,"34","BOLEA ROAD",NA,NA,NA,"DERRY BEG","LIMAVADY","LONDONDERRY","BT490QT",269824,424700,230888
"231093",NA,NA,NA,"42","SPALLAN ROAD",NA,NA,NA,"BROHARRIS","LIMAVADY","LONDONDERRY","BT499DT",264056,423935,231093
"231148",NA,NA,NA,"5","GLENMORE GARDENS",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RT",267725,422041,231148
"231164",NA,NA,NA,"32","RINGSEND ROAD",NA,NA,NA,"GLENKEEN","LIMAVADY","LONDONDERRY","BT490QJ",271118,423234,231164
"231275",NA,NA,NA,"35","GLENGIVEN AVENUE",NA,NA,NA,"DEER PARK","LIMAVADY","LONDONDERRY","BT490RW",267826,421714,231275
"231284",NA,NA,NA,"29","TYLER AVENUE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DT",267722,423459,231284
"231336",NA,NA,NA,"33","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267447,422340,231336
"231337",NA,NA,NA,"2","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",267992,422277,231337
"231338",NA,NA,NA,"54","GORTEEN CRESCENT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267490,421821,231338
"231558","THE CORNER BAR",NA,NA,"41","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267051,423221,231558
"231929",NA,NA,NA,"17","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268694,422827,231929
"232034",NA,NA,NA,"2","GORTENANIMA",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GF",268805,422651,232034
"232047",NA,NA,NA,"25","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269113,422311,232047
"232048",NA,NA,NA,"30","CROSSNADONNELL ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268764,422707,232048
"232080",NA,NA,NA,"55","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269160,422424,232080
"232081",NA,NA,NA,"36","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269083,422387,232081
"232082",NA,NA,NA,"35","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269077,422387,232082
"232178",NA,NA,NA,"21","TERRYDOO ROAD",NA,NA,NA,"BALLYCRUM","LIMAVADY","LONDONDERRY","BT490QL",273488,422134,232178
"232179",NA,NA,NA,"23","TERRYDOO ROAD",NA,NA,NA,"BALLYCRUM","LIMAVADY","LONDONDERRY","BT490QL",273486,422111,232179
"232476","J M LOCKHEAD & CO",NA,NA,"14-16","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AE",267188,423049,232476
"232885",NA,NA,NA,"59","EDENMORE ROAD",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NG",269138,420712,232885
"232886",NA,NA,NA,"74","DRUMSURN ROAD",NA,NA,NA,"DRUMMOND","LIMAVADY","LONDONDERRY","BT490PD",269791,422224,232886
"232888",NA,NA,NA,"45","CARLARAGH ROAD",NA,NA,NA,"TERRYDRUM","LIMAVADY","LONDONDERRY","BT499LF",265933,419536,232888
"232889",NA,NA,NA,"62","EDENMORE PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268333,422187,232889
"232890",NA,NA,NA,"128","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268336,422139,232890
"232919",NA,NA,NA,"57","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267555,422441,232919
"232968",NA,NA,NA,"2","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HS",268094,424983,232968
"232977",NA,NA,NA,"24","BELLS HILL",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268199,423365,232977
"233004",NA,NA,NA,"66","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268718,421719,233004
"233016",NA,NA,NA,"2","BALLYMORE AVENUE",NA,NA,NA,"BALLYMORE","LIMAVADY","LONDONDERRY","BT499LG",266927,419625,233016
"233121",NA,NA,NA,"19","SCOTCHTOWN ROAD",NA,NA,NA,"CLAGAN","LIMAVADY","LONDONDERRY","BT490JA",266289,430475,233121
"233130",NA,NA,NA,"8","CRAWFORD SQUARE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BZ",267646,423353,233130
"233131",NA,NA,NA,"17","CRAWFORD SQUARE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BZ",267651,423406,233131
"233134",NA,NA,NA,"2","THE LONGLANDS",NA,NA,NA,"SHANVEY","LIMAVADY","LONDONDERRY","BT490LX",267964,428431,233134
"234634",NA,NA,NA,"84","DRUMALIEF ROAD",NA,NA,NA,"DRUMALIEF","LIMAVADY","LONDONDERRY","BT490QX",270555,426010,234634
"234769",NA,NA,NA,"29","MASSEY AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BN",267079,422724,234769
"235280",NA,NA,NA,"42","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267029,422989,235280
"235316",NA,NA,NA,"23","NEWTOWNE SQUARE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490FL",267023,423158,235316
"235381",NA,NA,NA,"51","CROSSNADONNELL ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268826,422564,235381
"235382",NA,NA,NA,"3","BROIGHTER GARDENS",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GH",268831,422484,235382
"235577",NA,NA,NA,"342","SEACOAST ROAD",NA,NA,NA,"BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",266759,432182,235577
"235579",NA,NA,NA,"32","OUGHTYMOYLE AVENUE",NA,NA,NA,"OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266926,431737,235579
"235586",NA,NA,NA,"576","SEACOAST ROAD",NA,NA,NA,"AUGHIL","LIMAVADY","LONDONDERRY","BT490LL",269673,434339,235586
"235722","POINT VILLAGE WINDOWS",NA,NA,"90","DOWLAND ROAD",NA,NA,"FRUITHILL","GRANNAGH","LIMAVADY","LONDONDERRY","BT490HR",267182,425366,235722
"235733",NA,NA,NA,"63","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JU",268044,425035,235733
"235734",NA,NA,NA,"49","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JU",268047,425103,235734
"235735",NA,NA,NA,"64","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JU",268052,425060,235735
"235965",NA,NA,NA,"67","SCROGGY ROAD",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NB",267939,422075,235965
"235966",NA,NA,NA,"3","PROTESTANT STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BP",266954,422893,235966
"235968",NA,NA,NA,"92","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EA",267358,423018,235968
"235969",NA,NA,NA,"10","ROE PARK COURT",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499RP",267036,422604,235969
"235972",NA,NA,NA,"116","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267492,423366,235972
"235973",NA,NA,NA,"22","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AQ",267496,422648,235973
"235974",NA,NA,NA,"84","SCROGGY ROAD",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NB",267986,422003,235974
"235976",NA,NA,NA,"5","MULLAGH PLACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AY",267404,422579,235976
"235977",NA,NA,NA,"180","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268374,421957,235977
"235983",NA,NA,NA,"18","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AQ",267446,422640,235983
"235984",NA,NA,NA,"19","ANNADALE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BW",267158,422757,235984
"235985",NA,NA,NA,"25","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AH",267476,422691,235985
"235986",NA,NA,NA,"6","ANNADALE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BW",267068,422814,235986
"235987",NA,NA,NA,"17","ROEVIEW PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267070,422248,235987
"235988",NA,NA,NA,"106","SCROGGY ROAD",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NB",267996,421890,235988
"235989",NA,NA,NA,"82","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AU",267144,422244,235989
"235990",NA,NA,NA,"4","SCROGGY PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267688,423147,235990
"235991",NA,NA,NA,"73","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268188,421477,235991
"235993",NA,NA,NA,"10","GLENROE WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267708,421826,235993
"235997",NA,NA,NA,"18","SPERRIN ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AS",267564,422486,235997
"235998",NA,NA,NA,"86","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SE",268208,422709,235998
"235999",NA,NA,NA,"9","MOYNE WALK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AX",267202,422315,235999
"236000",NA,NA,NA,"60","GLENVIEW DRIVE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267722,421940,236000
"236002",NA,NA,NA,"93","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NY",268187,422324,236002
"236003",NA,NA,NA,"43","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267272,422225,236003
"236004",NA,NA,NA,"28","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267841,421960,236004
"236006",NA,NA,NA,"69","KILLANE ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DJ",267877,423684,236006
"236010",NA,NA,NA,"12","LOWRY PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490NX",268330,421596,236010
"236011",NA,NA,NA,"86","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UF",269147,422532,236011
"236012",NA,NA,NA,"18","CLOVERVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BG",268585,422222,236012
"236013",NA,NA,NA,"17","DUNMORE PLACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AN",267340,422671,236013
"236014",NA,NA,NA,"25","LISLANE ROAD",NA,NA,NA,"GORTNARNEY","LIMAVADY","LONDONDERRY","BT490PH",273207,418896,236014
"236018",NA,NA,NA,"14","PROTESTANT STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BP",267019,422889,236018
"236019",NA,NA,NA,"55","ROEVIEW PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267032,422245,236019
"236022",NA,NA,NA,"7","GORTEEN CRESCENT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267398,421723,236022
"236023",NA,NA,NA,"88","EDENMORE ROAD",NA,NA,NA,"EDENMORE","LIMAVADY","LONDONDERRY","BT490NH",269882,420165,236023
"236024",NA,NA,NA,"2","DAISY DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490DX",268828,422214,236024
"236025",NA,NA,NA,"20","ROSE PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268830,421575,236025
"236026",NA,NA,NA,"29","ARDGARVAN COTTAGES",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268574,420199,236026
"236027",NA,NA,NA,"17","GORTEEN CRESCENT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267430,421751,236027
"236028",NA,NA,NA,"20","COOLESSAN WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EN",267532,421726,236028
"236030",NA,"FLAT 28","BENEVENAGH FOLD","102","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267390,422968,236030
"236031",NA,NA,NA,"6","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UB",268911,422417,236031
"236033",NA,NA,NA,"1","ROSSVIEW DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490WD",268978,421978,236033
"236036",NA,NA,NA,"146","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268361,422027,236036
"236038",NA,NA,NA,"20","BOVALLY ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TA",268845,422291,236038
"236043",NA,NA,NA,"8","BOVALLY ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TA",268724,422193,236043
"236046",NA,NA,NA,"6","CASTLE GARDENS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268415,422845,236046
"236051",NA,NA,NA,"58","BELLS HILL",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268235,423249,236051
"236052",NA,NA,NA,"115","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268478,421661,236052
"236053",NA,NA,NA,"36","GLENMORE GARDENS",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RT",267782,422060,236053
"236061",NA,NA,NA,"103","BROAD ROAD",NA,NA,NA,"LARGYREAGH","LIMAVADY","LONDONDERRY","BT490QP",271437,424374,236061
"236069",NA,NA,NA,"57","JANES VALLEY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268548,422299,236069
"236070",NA,NA,NA,"1","DAISY DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490DX",268798,422208,236070
"236080",NA,NA,NA,"5","BOVALLY ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TA",268679,422124,236080
"236093",NA,NA,NA,"99","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268534,421742,236093
"236275",NA,NA,NA,"42","KILHOYLE ROAD",NA,NA,NA,"KILHOYLE","LIMAVADY","LONDONDERRY","BT490PU",274348,416406,236275
"236278",NA,NA,NA,"269","DRUMSURN ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PP",271868,417091,236278
"236285",NA,NA,NA,"5","EAST ROAD",NA,NA,NA,"BALLYQUIN","LIMAVADY","LONDONDERRY","BT490NW",269196,417149,236285
"236325",NA,NA,NA,"19","RUSHIE PARK","P핱RC NA LUACHRA",NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490LS",272019,417378,236325
"236518",NA,NA,NA,"82","SEACOAST ROAD",NA,NA,NA,"BURNALLY","LIMAVADY","LONDONDERRY","BT499DW",266206,425248,236518
"236829",NA,NA,NA,"64","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SE",268263,422815,236829
"236859",NA,NA,NA,"34","BALLYQUIN ROAD",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT499EY",268055,421387,236859
"239134",NA,NA,NA,"40C","TARTNAKILLY ROAD",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499NA",262212,418859,239134
"242051",NA,NA,NA,"39","ROSSEDEN DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",268900,422149,242051
"242098",NA,NA,NA,"1A","MILL PLACE",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490BJ",267362,423675,242098
"242131",NA,NA,NA,"2","WEATHERLEY WAY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GE",268758,422382,242131
"242173",NA,NA,NA,"13","CARRIAGE COURT",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LU",267252,433004,242173
"242174",NA,NA,NA,"40","BALLYLEAGRY ROAD",NA,NA,NA,"TERRYDREMONT SOUTH","LIMAVADY","LONDONDERRY","BT490NJ",270122,418826,242174
"242414",NA,"UNIT 14",NA,"1","AGHANLOO ROAD",NA,NA,"AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268283,425660,242414
"242453","FOYLE HSS TRUST","UNIT C","ROE VALLEY HOSPITAL","24B","BENEVENAGH DRIVE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT499EU",267646,422768,242453
"242494","BANK OF IRELAND",NA,NA,"37-39","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267033,423205,242494
"242561","JOHN PAUL FASHIONS",NA,"JOHN PAUL FASHIONS","59","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267057,423208,242561
"243226",NA,NA,NA,"12","PETRIE PLACE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268722,422433,243226
"243285",NA,NA,NA,"6","ASHBOURNE ROAD",NA,NA,NA,"WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100,243285
"243384",NA,NA,NA,"209","AGHANLOO ROAD",NA,NA,NA,"BALLYHENRY EAST","LIMAVADY","LONDONDERRY","BT499EF",266870,428605,243384
"243450",NA,NA,NA,"34","BELLS HILL",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268095,423362,243450
"243451",NA,NA,NA,"46","ANDERSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268183,422386,243451
"243479",NA,NA,NA,"53","BOLEA ROAD",NA,NA,NA,"DERRY MORE","LIMAVADY","LONDONDERRY","BT490QT",270346,424760,243479
"243606",NA,NA,NA,"102","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267450,423368,243606
"243624",NA,NA,NA,"38","EAST ROAD",NA,NA,NA,"BALLYQUIN","LIMAVADY","LONDONDERRY","BT490NW",269597,417451,243624
"244119",NA,NA,NA,"36","RATHMORE ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DF",268140,423463,244119
"244120",NA,NA,NA,"28","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268142,422121,244120
"244123",NA,NA,NA,"2","DAIRYVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490DZ",268746,422216,244123
"244132",NA,NA,NA,"6","LOWRY PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490NX",268319,421558,244132
"244225",NA,NA,NA,"61","LARGY ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LH",267414,419552,244225
"244319",NA,NA,NA,"23","EVENTIDE GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AX",267465,422510,244319
"244320",NA,NA,NA,"80","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268199,422057,244320
"244345",NA,NA,NA,"22","BOVALLY ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TA",268868,422281,244345
"244359",NA,NA,NA,"89","CARLARAGH ROAD",NA,NA,NA,"BALLYMORE","LIMAVADY","LONDONDERRY","BT499LF",266765,418971,244359
"244440","RUSHALL FARMS LTD",NA,NA,"73","BURNALLY ROAD",NA,NA,NA,"FARLOW","LIMAVADY","LONDONDERRY","BT499DP",264823,424171,244440
"245178",NA,NA,NA,"59","CARROWCLARE ROAD",NA,NA,NA,"CARROWMUDDLE","LIMAVADY","LONDONDERRY","BT499EB",264512,428543,245178
"245197",NA,NA,NA,"3","DONALD'S WAY",NA,NA,"NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AZ",267396,422522,245197
"245444","VALLEY COMPUTER SYSTEMS","REAR OFFICE",NA,"145","GREYSTONE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PB",268632,423050,245444
"245550",NA,NA,NA,"7","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268654,422886,245550
"245579",NA,NA,NA,"157","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268513,421564,245579
